branch_id,day,metric,p10,p50,p90,mean,standard_deviation
mobility_support,23,commute_minutes,21.537056873708632,21.544023587146572,21.550990300584512,21.544023587146572,0.008708391797423332
mobility_support,23,policy_cost_100m_cny,4.092307692307694,4.092307692307694,4.092307692307694,4.092307692307694,0.0
mobility_support,24,life_satisfaction,0.09914174542727416,0.09936565961457008,0.09958957380186602,0.09936565961457008,0.0002798927341199006
mobility_support,24,government_trust,0.4895831756755454,0.49002201501868187,0.49046085436181835,0.49002201501868187,0.0005485491789206098
mobility_support,24,economic_confidence,0.27598367505350124,0.2760988361638887,0.27621399727427615,0.2760988361638887,0.00014395138798428686
mobility_support,24,consumption_index,0.09126697654787323,0.09147376716070693,0.09168055777354063,0.09147376716070693,0.00025848826604212005
mobility_support,24,employment_rate,0.558410199506892,0.5584931116433856,0.5585760237798791,0.5584931116433856,0.00010364017061692543
mobility_support,24,congestion_index,0.3279997905032409,0.3280439470309754,0.3280881035587099,0.3280439470309754,5.51956596681058e-05
mobility_support,24,health_system_load,0.1999716416025665,0.20001381324334255,0.20005598488411858,0.20001381324334255,5.271455097004274e-05
mobility_support,24,rumor_belief,0.03807121210009078,0.03926517426430032,0.04045913642850985,0.03926517426430032,0.0014924527052619166
mobility_support,24,stress,0.5229063118180938,0.5235029964410881,0.5240996810640824,0.5235029964410881,0.0007458557787428655
mobility_support,24,commute_minutes,21.543354592129415,21.5441249047591,21.544895217388788,21.5441249047591,0.0009628907871075398
mobility_support,24,policy_cost_100m_cny,4.307692307692309,4.307692307692309,4.307692307692309,4.307692307692309,0.0
mobility_support,25,life_satisfaction,0.09676577239403955,0.09699846811423449,0.09723116383442942,0.09699846811423449,0.0002908696502436636
mobility_support,25,government_trust,0.48663193338171407,0.48706852057621175,0.4875051077707095,0.48706852057621175,0.0005457339931221605
mobility_support,25,economic_confidence,0.2729494625533551,0.27305843885243486,0.2731674151515146,0.27305843885243486,0.00013622037384969365
mobility_support,25,consumption_index,0.09000737073023253,0.09021427322137357,0.09042117571251462,0.09021427322137357,0.00025862811392630275
mobility_support,25,employment_rate,0.5584971984786373,0.5585627980774083,0.5586283976761792,0.5585627980774083,8.19994984636585e-05
mobility_support,25,congestion_index,0.32798921436828965,0.3280278894565337,0.3280665645447778,0.3280278894565337,4.8343860305111175e-05
mobility_support,25,health_system_load,0.19194596872142614,0.19198307976530904,0.19202019080919192,0.19198307976530904,4.638880485362262e-05
mobility_support,25,rumor_belief,0.030223981639526016,0.031171912537827876,0.03211984343612974,0.031171912537827876,0.001184913622877327
mobility_support,25,stress,0.5139716278279598,0.5145490478904684,0.5151264679529769,0.5145490478904684,0.0007217750781357002
mobility_support,25,commute_minutes,21.6073618545576,21.60763808124644,21.60791430793528,21.60763808124644,0.00034528336104955315
mobility_support,25,policy_cost_100m_cny,4.523076923076925,4.523076923076925,4.523076923076925,4.523076923076925,0.0
mobility_support,26,life_satisfaction,0.09492182288728465,0.09516150680767325,0.09540119072806186,0.09516150680767325,0.0002996049004857504
mobility_support,26,government_trust,0.48416614167610716,0.48459575319535964,0.48502536471461216,0.48459575319535964,0.0005370143990655885
mobility_support,26,economic_confidence,0.2701496533012286,0.2702511275908089,0.2703526018803892,0.2702511275908089,0.00012684286197534034
mobility_support,26,consumption_index,0.08916400908133462,0.08936894877006321,0.08957388845879181,0.08936894877006321,0.0002561746109107435
mobility_support,26,employment_rate,0.5585614346702068,0.5586321316377116,0.5587028286052166,0.5586321316377116,8.837120938104405e-05
mobility_support,26,congestion_index,0.3279974256314281,0.3280311868193386,0.3280649480072491,0.3280311868193386,4.2201484888121366e-05
mobility_support,26,health_system_load,0.1848833765860225,0.1849160343046395,0.1849486920232565,0.1849160343046395,4.082214827123842e-05
mobility_support,26,rumor_belief,0.023998020473518906,0.024750752790122607,0.025503485106726308,0.024750752790122607,0.0009409153957546275
mobility_support,26,stress,0.5057918352554945,0.5063429916926209,0.5068941481297472,0.5063429916926209,0.0006889455464078598
mobility_support,26,commute_minutes,21.607419928262406,21.607658960263045,21.60789799226368,21.607658960263045,0.0002987900007962452
mobility_support,26,policy_cost_100m_cny,4.73846153846154,4.73846153846154,4.73846153846154,4.73846153846154,0.0
mobility_support,27,life_satisfaction,0.0935053135541691,0.09374740229834326,0.09398949104251741,0.09374740229834326,0.00030261093021768937
mobility_support,27,government_trust,0.4821039204806111,0.48252314996788037,0.4829423794551497,0.48252314996788037,0.0005240368590866129
mobility_support,27,economic_confidence,0.2675663051790896,0.26766355392277397,0.26776080266645835,0.26766355392277397,0.00012156092960546871
mobility_support,27,consumption_index,0.08864447345603858,0.0888461720169712,0.08904787057790382,0.0888461720169712,0.00025212320116577147
mobility_support,27,employment_rate,0.5586263134314845,0.5586955526433496,0.5587647918552147,0.5586955526433496,8.654901483129418e-05
mobility_support,27,congestion_index,0.3279936597343438,0.3280311682249395,0.32806867671553525,0.3280311682249395,4.688561324464602e-05
mobility_support,27,health_system_load,0.17866829550686747,0.17869703429925038,0.1787257730916333,0.17869703429925038,3.592349047863708e-05
mobility_support,27,rumor_belief,0.019057947251696607,0.019655793013987795,0.020253638776278986,0.019655793013987795,0.0007473072028639869
mobility_support,27,stress,0.4983416757901722,0.49886183386595445,0.4993819919417367,0.49886183386595445,0.0006501975947278416
mobility_support,27,commute_minutes,21.607391014733214,21.60765292729058,21.60791483984795,21.60765292729058,0.0003273906967091733
mobility_support,27,policy_cost_100m_cny,4.953846153846156,4.953846153846156,4.953846153846156,4.953846153846156,0.0
mobility_support,28,life_satisfaction,0.09243615084987615,0.092678722850422,0.09292129485096784,0.092678722850422,0.00030321500068230395
mobility_support,28,government_trust,0.48037754521612175,0.4807839888817447,0.4811904325473676,0.4807839888817447,0.0005080545820286553
mobility_support,28,economic_confidence,0.26516872345752485,0.2652626402983874,0.26535655713924994,0.2652626402983874,0.00011739605107816131
mobility_support,28,consumption_index,0.08837354604660681,0.08857095789802873,0.08876836974945064,0.08857095789802873,0.00024676481427739205
mobility_support,28,employment_rate,0.5586685583463736,0.558745185065821,0.5588218117852685,0.558745185065821,9.578339930926827e-05
mobility_support,28,congestion_index,0.3280019887405625,0.32803414674918474,0.32806630475780696,0.32803414674918474,4.0197510777773005e-05
